match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,cricsheet_id
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,18.2,India,Pakistan,KL Rahul,V Kohli,Shadab Khan,1,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,18.3,India,Pakistan,V Kohli,KL Rahul,Shadab Khan,1,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,18.4,India,Pakistan,KL Rahul,V Kohli,Shadab Khan,2,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,18.5,India,Pakistan,KL Rahul,V Kohli,Shadab Khan,1,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,18.6,India,Pakistan,V Kohli,KL Rahul,Shadab Khan,2,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,19.1,India,Pakistan,KL Rahul,V Kohli,Shaheen Shah Afridi,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,19.2,India,Pakistan,KL Rahul,V Kohli,Shaheen Shah Afridi,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,19.3,India,Pakistan,KL Rahul,V Kohli,Shaheen Shah Afridi,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,19.4,India,Pakistan,KL Rahul,V Kohli,Shaheen Shah Afridi,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,19.5,India,Pakistan,KL Rahul,V Kohli,Shaheen Shah Afridi,4,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,19.6,India,Pakistan,KL Rahul,V Kohli,Shaheen Shah Afridi,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,20.1,India,Pakistan,V Kohli,KL Rahul,Shadab Khan,1,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,20.2,India,Pakistan,KL Rahul,V Kohli,Shadab Khan,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,20.3,India,Pakistan,KL Rahul,V Kohli,Shadab Khan,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,20.4,India,Pakistan,KL Rahul,V Kohli,Shadab Khan,1,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,20.5,India,Pakistan,V Kohli,KL Rahul,Shadab Khan,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,20.6,India,Pakistan,V Kohli,KL Rahul,Shadab Khan,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,21.1,India,Pakistan,KL Rahul,V Kohli,Haris Rauf,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,21.2,India,Pakistan,KL Rahul,V Kohli,Haris Rauf,2,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,21.3,India,Pakistan,KL Rahul,V Kohli,Haris Rauf,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,21.4,India,Pakistan,KL Rahul,V Kohli,Haris Rauf,1,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,21.5,India,Pakistan,V Kohli,KL Rahul,Haris Rauf,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,21.6,India,Pakistan,V Kohli,KL Rahul,Haris Rauf,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,22.1,India,Pakistan,KL Rahul,V Kohli,Shadab Khan,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,22.2,India,Pakistan,KL Rahul,V Kohli,Shadab Khan,0,0,,,,,,,,,,1388406
1388406,2023,2023-09-10,"R Premadasa Stadium, Colombo",1,22.3,India,Pakistan,KL Rahul,V Kohli,Shadab Khan,0,0,,,,,,,,,,1388406
